"Player";"Team";"Match";"Competition";"Position";"Position Group";"Minutes Played";"Birthdate";"Distance P90";"Running Distance P90";"HSR Distance P90";"Sprinting Distance P90";"HI Distance P90";"Count HSR P90";"Count Sprint P90";"Count HI P90";"Count Medium Acceleration P90";"Count High Acceleration P90";"Count Medium Deceleration P90";"Count High Deceleration P90";"PSV-99"
"Yuito Suzuki";"Broendby IF";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"CF";"Center Forward";"61.60";"2001-10-25";"11828.6";"2181.3";"715.9";"226.5";"942.4";"55.5";"11.7";"67.2";"89.1";"19.0";"80.4";"30.7";"29.90"
"Andreas Rædergård Schjelderup";"FC Nordsjaelland";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"LF";"Wide Attacker";"91.87";"2004-06-01";"10977.9";"1825.1";"741.6";"302.7";"1044.3";"58.8";"12.7";"71.5";"87.2";"7.8";"74.5";"15.7";"29.00"
"Sean Klaiber";"Broendby IF";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"RWB";"Full Back";"100.20";"1994-07-31";"10412.0";"1450.6";"587.4";"311.7";"899.1";"52.1";"12.6";"64.7";"81.7";"10.8";"75.4";"25.1";"32.80"
"Martin Frese";"FC Nordsjaelland";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"LB";"Full Back";"100.20";"1998-01-04";"10826.0";"1639.2";"677.2";"297.3";"974.6";"50.3";"14.4";"64.7";"85.3";"8.1";"79.9";"19.8";"28.90"
"Marcus Ingvartsen";"FC Nordsjaelland";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"CF";"Center Forward";"100.20";"1996-01-04";"10922.2";"1869.2";"616.2";"97.0";"713.2";"51.2";"5.4";"56.6";"76.3";"5.4";"73.7";"19.8";"27.10"
"Daniel Svensson";"FC Nordsjaelland";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"LM";"Midfield";"100.20";"2002-02-12";"12696.1";"2575.1";"924.3";"213.8";"1138.0";"57.5";"10.8";"68.3";"78.1";"4.5";"98.8";"12.6";"28.20"
"Christian Theodor Kjelder Rasmussen";"FC Nordsjaelland";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"RF";"Wide Attacker";"72.22";"2003-01-19";"11243.1";"1731.0";"741.5";"277.9";"1019.4";"54.8";"6.2";"61.1";"84.7";"6.2";"86.0";"17.4";"32.50"
"Mathias Damm Kvistgaarden";"Broendby IF";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"CF";"Center Forward";"100.20";"2002-04-15";"11109.9";"1595.2";"676.3";"279.3";"955.7";"56.6";"16.2";"72.8";"82.6";"9.9";"79.0";"24.3";"29.00"
"Rasmus Steensbæk Lauritsen";"Broendby IF";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"CB";"Central Defender";"100.20";"1996-02-27";"9471.6";"1192.8";"307.2";"55.7";"362.9";"26.0";"0.9";"26.9";"65.6";"4.5";"57.5";"5.4";"24.90"
"Adamo Nagalo";"FC Nordsjaelland";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"LCB";"Central Defender";"72.22";"2002-09-22";"9371.4";"1185.1";"228.1";"52.3";"280.4";"22.4";"3.7";"26.2";"76.0";"2.5";"69.8";"6.2";"28.70"
"Daniel Wass";"Broendby IF";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"DM";"Midfield";"79.15";"1989-05-31";"11187.7";"2058.1";"631.1";"62.5";"693.6";"48.9";"3.4";"52.3";"86.4";"5.7";"91.0";"11.4";"25.00"
"Marko Divković";"Broendby IF";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"LWB";"Full Back";"87.15";"1999-06-11";"10472.6";"1414.8";"609.3";"137.3";"746.6";"46.5";"7.2";"53.7";"80.6";"9.3";"71.3";"20.7";"27.40"
"Oliver Villadsen";"FC Nordsjaelland";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"RB";"Full Back";"100.20";"2001-11-16";"10742.5";"1564.7";"706.0";"181.4";"887.4";"53.9";"9.9";"63.8";"70.1";"6.3";"66.5";"12.6";"28.40"
"Jeppe Tverskov";"FC Nordsjaelland";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"DM";"Midfield";"100.20";"1993-03-12";"11391.0";"1761.4";"528.1";"159.0";"687.1";"38.6";"7.2";"45.8";"71.9";"5.4";"86.2";"11.7";"28.10"
"Josip Radošević";"Broendby IF";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"RM";"Midfield";"61.60";"1994-04-03";"10883.3";"2022.1";"753.9";"325.8";"1079.7";"62.8";"13.1";"76.0";"96.4";"7.3";"105.2";"26.3";"29.70"
"Jacob Rasmussen";"Broendby IF";"Broendby IF v FC Nordsjaelland";"DEN - Superliga";"LCB";"Central Defender";"100.20";"1997-05-28";"10225.1";"1446.1";"350.3";"105.1";"455.4";"26.9";"3.6";"30.5";"66.5";"5.4";"71.9";"9.0";"29.20"
"Pavel Bucha";"FC Viktoria Plzeň";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"LM";"Midfield";"78.42";"1998-03-11";"10374.9";"1889.1";"505.0";"78.0";"583.0";"42.5";"3.4";"45.9";"96.4";"2.3";"90.7";"16.1";"26.40"
"Jan Kopic";"FC Viktoria Plzeň";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"RWB";"Full Back";"96.65";"1990-06-04";"9756.1";"1257.1";"565.2";"249.6";"814.8";"48.4";"12.1";"60.5";"82.9";"7.4";"69.8";"12.1";"30.20"
"Dominik Preisler";"FC Slovan Liberec";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"LWB";"Full Back";"74.27";"1995-09-20";"10265.1";"1442.0";"649.5";"155.1";"804.6";"52.1";"9.7";"61.8";"94.5";"6.1";"77.6";"13.3";"27.10"
"Pavel Šulc";"FC Viktoria Plzeň";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"RM";"Midfield";"62.12";"2000-12-29";"10828.4";"1957.3";"866.4";"160.8";"1027.2";"55.1";"8.7";"63.7";"100.0";"4.3";"91.3";"14.5";"27.00"
"Robin Hranáč";"FC Viktoria Plzeň";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"CB";"Central Defender";"96.65";"2000-01-29";"8804.4";"865.1";"378.1";"113.6";"491.7";"31.7";"7.4";"39.1";"78.2";"7.4";"60.5";"9.3";"28.50"
"Marios Pourzitidis";"FC Slovan Liberec";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"LCB";"Central Defender";"96.65";"1999-05-08";"9501.0";"1096.9";"366.9";"64.3";"431.1";"36.3";"5.6";"41.9";"81.9";"3.7";"61.5";"9.3";"25.90"
"Carlos Eduardo Lopes Cruz";"FC Viktoria Plzeň";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"LWB";"Full Back";"78.42";"1997-08-08";"9632.4";"1240.6";"518.7";"320.2";"838.9";"40.2";"13.8";"53.9";"94.1";"6.9";"83.8";"11.5";"31.20"
"Christián Frýdek";"FC Slovan Liberec";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"RW";"Wide Attacker";"74.27";"1999-02-01";"10812.8";"1816.5";"711.3";"176.9";"888.2";"64.2";"8.5";"72.7";"103.0";"4.8";"87.2";"15.8";"28.50"
"Ľubomír Tupta";"FC Slovan Liberec";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"LW";"Wide Attacker";"83.10";"1998-03-27";"9887.0";"1244.4";"611.9";"147.3";"759.2";"55.2";"6.5";"61.7";"99.6";"11.9";"81.2";"7.6";"30.10"
"Ahmad Ghali";"FC Slovan Liberec";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"RWB";"Full Back";"96.65";"2000-06-23";"9958.2";"1298.1";"600.6";"388.3";"988.9";"45.6";"17.7";"63.3";"87.5";"12.1";"74.5";"21.4";"30.60"
"Sampson Kazorla Dweh Jr.";"FC Viktoria Plzeň";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"RCB";"Central Defender";"96.65";"2001-10-10";"9514.0";"1088.6";"301.7";"73.6";"375.3";"23.3";"2.8";"26.1";"73.6";"2.8";"55.9";"5.6";"29.30"
"Matěj Vydra";"FC Viktoria Plzeň";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"CF";"Center Forward";"62.12";"1992-05-01";"9980.8";"1264.8";"599.8";"270.9";"870.7";"49.3";"15.9";"65.2";"95.6";"10.1";"75.3";"17.4";"30.70"
"Matěj Chaluš";"FC Slovan Liberec";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"CB";"Central Defender";"96.65";"1998-02-02";"9199.3";"956.3";"360.4";"85.7";"446.0";"25.1";"6.5";"31.7";"74.5";"4.7";"54.9";"10.2";"27.00"
"Jan Mikula";"FC Slovan Liberec";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"RCB";"Central Defender";"96.65";"1992-01-05";"9225.3";"1083.0";"371.5";"78.2";"449.8";"30.7";"5.6";"36.3";"77.3";"1.9";"64.3";"11.2";"27.00"
"Václav Jemelka";"FC Viktoria Plzeň";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"LCB";"Central Defender";"96.65";"1995-06-23";"9524.3";"1239.4";"442.3";"162.0";"604.3";"31.7";"7.4";"39.1";"75.4";"4.7";"56.8";"7.4";"28.50"
"Jan Žambůrek";"FC Slovan Liberec";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"LM";"Midfield";"90.82";"2001-02-13";"11117.7";"2104.8";"670.9";"80.3";"751.2";"54.5";"5.0";"59.5";"104.1";"5.0";"92.2";"10.9";"26.50"
"Lukáš Červ";"FC Slovan Liberec";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"RM";"Midfield";"96.65";"2001-04-10";"10123.0";"1390.3";"404.1";"75.4";"479.6";"38.2";"2.8";"41.0";"77.3";"3.7";"68.9";"13.0";"26.30"
"Lukáš Kalvach";"FC Viktoria Plzeň";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"DM";"Midfield";"96.65";"1995-07-19";"9681.6";"1143.5";"308.2";"67.0";"375.3";"29.8";"2.8";"32.6";"68.0";"2.8";"67.0";"11.2";"27.50"
"Luka  Kulenović";"FC Slovan Liberec";"FC Slovan Liberec v FC Viktoria Plzeň";"CZE - First League";"CF";"Center Forward";"90.82";"1999-09-29";"8778.0";"911.7";"378.6";"79.3";"457.8";"35.7";"4.0";"39.6";"72.3";"8.9";"59.5";"17.8";"27.60"
"Luka  Kulenović";"FC Slovan Liberec";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"CF";"Center Forward";"96.65";"1999-09-29";"9771.0";"1469.4";"539.2";"129.4";"668.6";"48.4";"9.3";"57.7";"76.4";"10.2";"76.4";"21.4";"27.10"
"Dominik Preisler";"FC Slovan Liberec";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"LWB";"Full Back";"96.65";"1995-09-20";"10651.9";"1554.2";"609.9";"300.8";"910.7";"44.7";"14.9";"59.6";"85.7";"7.4";"86.6";"19.6";"30.00"
"Igoh Ogbu";"SK Slavia Prague";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"CB";"Central Defender";"96.65";"2000-02-08";"9066.1";"1131.4";"383.7";"145.3";"528.9";"32.6";"7.4";"40.0";"81.0";"5.6";"59.6";"12.1";"29.30"
"Marios Pourzitidis";"FC Slovan Liberec";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"LCB";"Central Defender";"96.65";"1999-05-08";"9866.9";"1359.5";"472.1";"104.3";"576.4";"41.0";"4.7";"45.6";"74.5";"0.9";"74.5";"13.0";"26.60"
"Christián Frýdek";"FC Slovan Liberec";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"RW";"Wide Attacker";"60.55";"1999-02-01";"11717.1";"2214.7";"832.4";"176.9";"1009.2";"59.5";"4.5";"63.9";"101.1";"4.5";"110.0";"17.8";"29.30"
"Ľubomír Tupta";"FC Slovan Liberec";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"LW";"Wide Attacker";"96.65";"1998-03-27";"10662.2";"1862.4";"713.3";"212.3";"925.6";"77.3";"12.1";"89.4";"84.7";"4.7";"91.3";"15.8";"28.60"
"Ahmad Ghali";"FC Slovan Liberec";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"RWB";"Full Back";"72.52";"2000-06-23";"11266.1";"1771.0";"732.2";"637.9";"1370.1";"57.1";"24.8";"81.9";"95.6";"8.7";"90.6";"28.5";"30.40"
"Christos Zafeiris";"SK Slavia Prague";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"RDM";"Midfield";"96.65";"2003-02-23";"10944.3";"2127.8";"604.3";"123.8";"728.2";"50.3";"6.5";"56.8";"80.1";"0.9";"85.7";"11.2";"26.40"
"Tomáš Holeš";"SK Slavia Prague";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"LCB";"Central Defender";"96.65";"1993-03-31";"9841.8";"1401.4";"412.5";"97.8";"510.3";"33.5";"3.7";"37.2";"75.4";"6.5";"70.8";"14.9";"28.20"
"Lukáš Masopust";"SK Slavia Prague";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"RCB";"Central Defender";"96.65";"1993-02-12";"10532.7";"1676.2";"666.7";"102.4";"769.2";"54.9";"3.7";"58.7";"78.2";"4.7";"71.7";"13.0";"26.40"
"Lukáš Provod";"SK Slavia Prague";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"LWB";"Full Back";"79.08";"1996-10-23";"11038.3";"1676.4";"810.3";"380.1";"1190.4";"55.8";"17.1";"72.8";"89.9";"10.2";"87.6";"15.9";"31.60"
"Matěj Chaluš";"FC Slovan Liberec";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"CB";"Central Defender";"96.65";"1998-02-02";"9747.7";"1148.2";"356.6";"124.8";"481.4";"29.8";"5.6";"35.4";"72.6";"4.7";"67.0";"11.2";"28.20"
"Mojmír Chytil";"SK Slavia Prague";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"CF";"Center Forward";"62.37";"1999-04-29";"10369.4";"1356.4";"584.4";"223.7";"808.1";"53.4";"7.2";"60.6";"80.8";"5.8";"80.8";"24.5";"29.50"
"Michal Fukala";"FC Slovan Liberec";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"RCB";"Central Defender";"89.87";"2000-10-22";"9721.0";"1111.6";"369.5";"183.3";"552.8";"30.0";"5.0";"35.1";"72.1";"4.0";"70.1";"11.0";"30.20"
"Oscar Dorley";"SK Slavia Prague";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"LDM";"Midfield";"96.65";"1998-07-19";"10514.1";"1689.2";"666.7";"236.5";"903.3";"63.3";"10.2";"73.6";"82.9";"5.6";"75.4";"17.7";"29.50"
"Jan Žambůrek";"FC Slovan Liberec";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"LM";"Midfield";"89.87";"2001-02-13";"11895.2";"2398.5";"704.0";"164.2";"868.3";"58.1";"9.0";"67.1";"96.1";"4.0";"105.2";"20.0";"27.10"
"Lukáš Červ";"FC Slovan Liberec";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"RM";"Midfield";"72.52";"2001-04-10";"10665.5";"1598.5";"453.0";"52.1";"505.1";"43.4";"2.5";"45.9";"76.9";"1.2";"86.9";"16.1";"25.80"
"Ivan Schranz";"SK Slavia Prague";"FC Slovan Liberec v SK Slavia Prague";"CZE - First League";"CF";"Center Forward";"82.93";"1993-09-13";"11497.2";"2152.1";"916.0";"321.2";"1237.2";"78.1";"16.3";"94.4";"92.2";"10.9";"96.6";"18.4";"28.70"
"Filip Prebsl";"FC Slovan Liberec";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"RCB";"Central Defender";"95.73";"2003-03-04";"9189.0";"948.6";"345.0";"171.1";"516.1";"31.0";"6.6";"37.6";"72.4";"4.7";"64.9";"13.2";"31.00"
"David  Moses";"MFK Karviná";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"RDM";"Midfield";"67.03";"2004-01-20";"10737.4";"1902.6";"692.8";"283.3";"976.1";"48.3";"13.4";"61.8";"73.8";"9.4";"79.2";"18.8";"30.40"
"Matej Čurma";"MFK Karviná";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"RB";"Full Back";"95.73";"1996-03-27";"10041.7";"1474.1";"716.4";"248.2";"964.6";"52.6";"10.3";"63.0";"75.2";"7.5";"67.7";"17.9";"29.80"
"Ľubomír Tupta";"FC Slovan Liberec";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"LF";"Wide Attacker";"95.73";"1998-03-27";"9809.5";"1327.5";"676.9";"223.8";"900.7";"52.6";"14.1";"66.8";"68.6";"7.5";"65.8";"16.0";"27.60"
"Ahmad Ghali";"FC Slovan Liberec";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"LWB";"Full Back";"95.73";"2000-06-23";"10291.8";"1721.4";"650.6";"302.7";"953.3";"50.8";"11.3";"62.0";"84.6";"8.5";"73.3";"20.7";"29.70"
"Patrik Čavoš";"MFK Karviná";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"LDM";"Midfield";"84.51";"1995-01-07";"11149.1";"2280.1";"713.5";"160.8";"874.3";"50.1";"8.5";"58.6";"83.1";"4.3";"71.4";"20.2";"27.80"
"Alex Iván";"MFK Karviná";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"LW";"Wide Attacker";"84.51";"1997-03-26";"9637.9";"1234.3";"560.2";"156.5";"716.7";"47.9";"9.6";"57.5";"76.7";"3.2";"62.8";"17.0";"26.60"
"Amar Memić";"MFK Karviná";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"RW";"Wide Attacker";"95.73";"2001-01-20";"10563.5";"1701.7";"792.5";"314.9";"1107.5";"59.2";"16.9";"76.2";"79.0";"9.4";"66.8";"16.9";"28.50"
"Jiří Fleišman";"MFK Karviná";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"LB";"Full Back";"95.73";"1984-10-02";"9925.1";"1546.5";"519.0";"154.2";"673.1";"47.9";"7.5";"55.5";"74.3";"5.6";"76.2";"16.0";"28.90"
"Dávid Krčík";"MFK Karviná";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"RCB";"Central Defender";"95.73";"1999-06-28";"9264.2";"1329.4";"481.4";"118.5";"599.8";"35.7";"7.5";"43.2";"66.8";"0.0";"53.6";"11.3";"27.40"
"Mohamed Doumbia";"FC Slovan Liberec";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"RF";"Wide Attacker";"75.96";"1998-12-25";"10189.6";"1696.7";"646.9";"52.1";"699.1";"61.6";"4.7";"66.4";"90.0";"9.5";"68.7";"17.8";"26.10"
"Adeleke Akinola Akinyemi";"MFK Karviná";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"CF";"Center Forward";"95.73";"1998-08-11";"9396.7";"1250.4";"712.6";"375.1";"1087.7";"52.6";"15.0";"67.7";"71.5";"18.8";"63.0";"31.0";"31.30"
"Matěj Chaluš";"FC Slovan Liberec";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"CB";"Central Defender";"95.73";"1998-02-02";"9339.4";"1177.1";"293.3";"50.8";"344.1";"25.4";"2.8";"28.2";"64.9";"1.9";"63.0";"7.5";"27.40"
"Jan Mikula";"FC Slovan Liberec";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"RWB";"Full Back";"65.55";"1992-01-05";"10489.7";"1526.8";"568.4";"111.2";"679.6";"46.7";"4.1";"50.8";"89.2";"2.7";"79.6";"12.4";"26.90"
"Lukáš Červ";"FC Slovan Liberec";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"LM";"Midfield";"95.73";"2001-04-10";"9763.4";"1366.0";"577.2";"130.7";"707.9";"41.4";"6.6";"47.9";"65.8";"6.6";"72.4";"18.8";"28.20"
"Luka  Kulenović";"FC Slovan Liberec";"MFK Karviná v FC Slovan Liberec";"CZE - First League";"CF";"Center Forward";"81.98";"1999-09-29";"9551.1";"1129.7";"598.3";"198.7";"797.0";"47.2";"11.0";"58.2";"59.3";"7.7";"58.2";"22.0";"29.30"
"Nemanja Tekijaški";"FK Jablonec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"RCB";"Central Defender";"99.81";"1997-03-02";"9196.6";"1264.2";"495.0";"132.6";"627.6";"37.9";"6.3";"44.2";"52.3";"1.8";"51.4";"11.7";"28.40"
"Filip Souček";"FK Jablonec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"LDM";"Midfield";"87.93";"2000-09-18";"9687.8";"1442.2";"462.6";"52.2";"514.8";"34.8";"2.0";"36.8";"52.2";"3.1";"59.4";"12.3";"24.90"
"Dominik Preisler";"FC Slovan Liberec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"LWB";"Full Back";"78.13";"1995-09-20";"11006.7";"1808.5";"768.3";"252.3";"1020.6";"59.9";"13.8";"73.7";"58.7";"3.5";"62.2";"21.9";"28.30"
"Vakhtang Chanturishvili";"FK Jablonec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"RB";"Full Back";"99.81";"1993-08-05";"10012.6";"1646.5";"677.2";"228.1";"905.3";"46.0";"7.2";"53.2";"64.0";"5.4";"58.6";"19.8";"28.40"
"Ľubomír Tupta";"FC Slovan Liberec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"AM";"Midfield";"65.38";"1998-03-27";"10600.9";"1594.1";"801.2";"344.1";"1145.3";"46.8";"20.6";"67.5";"46.8";"4.1";"64.7";"16.5";"28.90"
"Ahmad Ghali";"FC Slovan Liberec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"RWB";"Full Back";"99.81";"2000-06-23";"10299.4";"1571.7";"653.7";"351.7";"1005.4";"47.8";"17.1";"64.9";"61.3";"7.2";"54.1";"21.6";"31.10"
"Tomáš Hübschman";"FK Jablonec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"RDM";"Midfield";"68.80";"1981-09-04";"9877.8";"1280.7";"591.3";"103.3";"694.6";"43.2";"3.9";"47.1";"48.4";"3.9";"61.5";"15.7";"25.70"
"Miloš Kratochvíl";"FK Jablonec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"AM";"Midfield";"99.81";"1996-04-26";"10245.3";"1923.4";"641.1";"141.6";"782.7";"52.3";"7.2";"59.5";"47.8";"4.5";"57.7";"10.8";"27.50"
"Mohamed Doumbia";"FC Slovan Liberec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"AM";"Midfield";"94.41";"1998-12-25";"9815.1";"1667.3";"617.7";"176.4";"794.1";"46.7";"7.6";"54.3";"59.1";"4.8";"58.2";"18.1";"28.20"
"Jan Chramosta";"FK Jablonec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"LW";"Wide Attacker";"99.81";"1990-10-12";"9608.7";"1241.7";"626.7";"229.9";"856.6";"44.2";"8.1";"52.3";"52.3";"5.4";"52.3";"6.3";"29.20"
"Vladimir Jovović";"FK Jablonec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"RW";"Wide Attacker";"73.16";"1994-10-26";"9542.5";"1146.5";"540.0";"166.1";"706.1";"34.4";"11.1";"45.5";"55.4";"6.2";"57.8";"13.5";"29.30"
"Matěj Chaluš";"FC Slovan Liberec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"CB";"Central Defender";"99.81";"1998-02-02";"8807.0";"946.8";"301.2";"83.0";"384.1";"26.1";"7.2";"33.4";"41.5";"1.8";"47.8";"9.9";"27.40"
"Jan Mikula";"FC Slovan Liberec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"LCB";"Central Defender";"99.81";"1992-01-05";"9004.5";"980.2";"294.9";"60.4";"355.3";"23.4";"0.9";"24.3";"48.7";"1.8";"50.5";"9.9";"25.60"
"Michal Fukala";"FC Slovan Liberec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"RCB";"Central Defender";"99.81";"2000-10-22";"8902.6";"1018.0";"256.1";"73.9";"330.0";"19.8";"4.5";"24.3";"44.2";"1.8";"45.1";"4.5";"28.00"
"Jan Žambůrek";"FC Slovan Liberec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"LM";"Midfield";"99.81";"2001-02-13";"10390.4";"1716.9";"620.4";"115.4";"735.8";"46.0";"4.5";"50.5";"46.0";"3.6";"57.7";"9.9";"26.10"
"Lukáš Červ";"FC Slovan Liberec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"RM";"Midfield";"99.81";"2001-04-10";"10084.8";"1513.1";"544.6";"139.8";"684.4";"40.6";"5.4";"46.0";"48.7";"4.5";"54.1";"9.0";"26.50"
"Haiderson Hurtado Palomino";"FK Jablonec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"LCB";"Central Defender";"99.81";"1995-11-25";"9093.8";"1178.5";"409.4";"216.4";"625.8";"29.8";"10.8";"40.6";"50.5";"3.6";"50.5";"14.4";"33.00"
"Matěj Polidar";"FK Jablonec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"LB";"Full Back";"99.81";"1999-12-20";"10154.2";"1395.0";"591.5";"251.6";"843.1";"47.8";"9.0";"56.8";"54.1";"2.7";"55.0";"16.2";"29.90"
"Luka  Kulenović";"FC Slovan Liberec";"FK Jablonec v FC Slovan Liberec";"CZE - First League";"CF";"Center Forward";"78.13";"1999-09-29";"9563.3";"1217.6";"534.5";"238.4";"772.9";"42.6";"15.0";"57.6";"49.5";"4.6";"54.1";"23.0";"30.80"
"Sascha Horvath";"LASK Linz";"Rapid Vienne v LASK Linz";"AUT - Bundesliga";"RDM";"Midfield";"66.87";"1996-08-22";"11059.2";"2200.5";"685.1";"274.6";"959.6";"60.6";"8.1";"68.6";"91.5";"4.0";"83.4";"16.2";"30.00"
"Thorsten Schick";"Rapid Vienne";"Rapid Vienne v LASK Linz";"AUT - Bundesliga";"RB";"Full Back";"66.58";"1990-05-19";"10608.6";"1781.6";"617.8";"421.7";"1039.5";"50.0";"18.9";"68.9";"97.3";"5.4";"82.5";"20.3";"30.10"
"Moses Usor";"LASK Linz";"Rapid Vienne v LASK Linz";"AUT - Bundesliga";"CF";"Center Forward";"60.15";"2002-02-05";"11278.8";"1888.3";"1005.5";"601.5";"1607.0";"80.8";"35.9";"116.7";"98.8";"15.0";"80.8";"40.4";"29.10"
"Maximilian Hofmann";"Rapid Vienne";"Rapid Vienne v LASK Linz";"AUT - Bundesliga";"LCB";"Central Defender";"100.57";"1993-08-07";"9115.4";"1181.3";"315.9";"172.7";"488.6";"28.6";"5.4";"34.0";"78.8";"4.5";"60.0";"9.8";"29.10"
"Marin Ljubičić";"LASK Linz";"Rapid Vienne v LASK Linz";"AUT - Bundesliga";"CF";"Center Forward";"87.83";"2002-02-28";"10327.0";"1497.1";"705.0";"219.3";"924.3";"60.5";"10.2";"70.7";"87.1";"7.2";"72.8";"17.4";"29.00"
"Andrés Alberto Andrade Cedeño";"LASK Linz";"Rapid Vienne v LASK Linz";"AUT - Bundesliga";"CB";"Central Defender";"100.57";"1998-10-16";"9206.7";"1298.5";"453.7";"198.7";"652.4";"38.5";"8.9";"47.4";"79.6";"5.4";"66.2";"16.1";"31.90"
"George Bello";"LASK Linz";"Rapid Vienne v LASK Linz";"AUT - Bundesliga";"LWB";"Full Back";"100.57";"2002-01-22";"9175.4";"1445.3";"540.5";"272.9";"813.5";"53.7";"13.4";"67.1";"91.3";"7.2";"80.5";"21.5";"32.10"
"Robert Žulj";"LASK Linz";"Rapid Vienne v LASK Linz";"AUT - Bundesliga";"AM";"Midfield";"100.57";"1992-02-05";"9907.4";"1346.8";"393.8";"111.9";"505.6";"32.2";"5.4";"37.6";"94.0";"4.5";"75.2";"6.3";"27.30"
