"Player";"Team";"Match";"Competition";"Position";"Position Group";"Minutes Played";"Birthdate";"Distance P90";"Running Distance P90";"HSR Distance P90";"Sprinting Distance P90";"HI Distance P90";"Count HSR P90";"Count Sprint P90";"Count HI P90";"Count Medium Acceleration P90";"Count High Acceleration P90";"Count Medium Deceleration P90";"Count High Deceleration P90";"PSV-99"
"Edgar Bruno da Silva";"Daegu FC";"Daegu FC v Daejeon Hana Citizen FC";"KOR - K League 1";"CF";"Center Forward";"92.56";"1987-01-03";"8821.1";"923.7";"397.7";"163.4";"561.0";"35.0";"7.8";"42.8";"101.1";"7.8";"77.8";"19.4";"28.90"
"Jeong-Un Hong";"Daegu FC";"Daegu FC v Daejeon Hana Citizen FC";"KOR - K League 1";"CB";"Central Defender";"100.08";"1994-11-29";"8773.4";"859.7";"304.0";"77.3";"381.3";"21.6";"3.6";"25.2";"97.1";"7.2";"69.2";"16.2";"28.10"
"Jin-Woo Jo";"Daegu FC";"Daegu FC v Daejeon Hana Citizen FC";"KOR - K League 1";"LCB";"Central Defender";"100.08";"1999-11-17";"9144.8";"980.2";"286.0";"180.8";"466.7";"22.5";"4.5";"27.0";"91.7";"5.4";"80.0";"12.6";"32.80"
"Jae-Hyun Go";"Daegu FC";"Daegu FC v Daejeon Hana Citizen FC";"KOR - K League 1";"RM";"Midfield";"100.08";"1999-03-05";"10586.3";"1777.9";"892.1";"417.3";"1309.4";"62.9";"22.5";"85.4";"116.9";"11.7";"93.5";"27.0";"31.40"
"Jae-Suk Oh";"Daejeon Hana Citizen FC";"Daegu FC v Daejeon Hana Citizen FC";"KOR - K League 1";"LWB";"Full Back";"73.38";"1990-01-04";"10729.4";"1666.8";"688.1";"223.2";"911.3";"60.1";"9.8";"69.9";"114.1";"12.3";"96.9";"22.1";"31.00"
"Keita Suzuki";"Daegu FC";"Daegu FC v Daejeon Hana Citizen FC";"KOR - K League 1";"LWB";"Full Back";"100.08";"1997-12-20";"10003.6";"1457.7";"614.2";"263.5";"877.7";"47.7";"13.5";"61.2";"109.7";"5.4";"89.0";"17.1";"29.60"
"Hyeon-Sik Lee";"Daejeon Hana Citizen FC";"Daegu FC v Daejeon Hana Citizen FC";"KOR - K League 1";"RWB";"Full Back";"100.08";"1996-03-21";"9742.8";"1365.1";"619.6";"256.3";"875.9";"44.1";"12.6";"56.7";"126.8";"7.2";"84.5";"20.7";"30.50"
"Jin-Hyun Lee";"Daejeon Hana Citizen FC";"Daegu FC v Daejeon Hana Citizen FC";"KOR - K League 1";"LM";"Midfield";"100.08";"1997-08-26";"10926.3";"1765.3";"489.2";"72.8";"562.1";"33.3";"4.5";"37.8";"110.6";"1.8";"85.4";"13.5";"25.40"
"Joon-Ho Bae";"Daejeon Hana Citizen FC";"Daegu FC v Daejeon Hana Citizen FC";"KOR - K League 1";"RM";"Midfield";"91.06";"2003-08-21";"11286.1";"2173.4";"922.1";"272.8";"1194.9";"70.2";"11.9";"82.0";"116.6";"15.8";"83.0";"23.7";"29.50"
"Min-Duk Kim";"Daejeon Hana Citizen FC";"Daegu FC v Daejeon Hana Citizen FC";"KOR - K League 1";"LCB";"Central Defender";"100.08";"1996-07-08";"9402.0";"1046.8";"469.4";"241.0";"710.4";"39.6";"11.7";"51.3";"96.2";"4.5";"77.3";"19.8";"32.60"
"Yu-Min Cho";"Daejeon Hana Citizen FC";"Daegu FC v Daejeon Hana Citizen FC";"KOR - K League 1";"CB";"Central Defender";"100.08";"1996-11-17";"9474.8";"1244.6";"431.7";"145.7";"577.3";"31.5";"8.1";"39.6";"87.2";"6.3";"76.4";"13.5";"28.60"
"Jun-Soo Byeon";"Daejeon Hana Citizen FC";"Daegu FC v Daejeon Hana Citizen FC";"KOR - K League 1";"RCB";"Central Defender";"100.08";"2001-11-30";"9649.3";"1227.5";"520.7";"220.3";"741.0";"43.2";"8.1";"51.3";"85.4";"6.3";"69.2";"9.9";"30.50"
"Young-Gwon Kim";"Ulsan Hyundai Horang-i";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"LCB";"Central Defender";"101.58";"1990-02-27";"9050.5";"1010.0";"327.8";"94.8";"422.6";"25.7";"5.3";"31.0";"84.2";"4.4";"60.2";"8.9";"28.80"
"Min-Hyeok Kim";"Ulsan Hyundai Horang-i";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"AM";"Midfield";"75.80";"1992-08-16";"10630.2";"1560.2";"486.8";"91.4";"578.2";"43.9";"7.1";"51.1";"92.6";"9.5";"79.6";"16.6";"26.40"
"Yool  Heo";"Gwangju FC";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"CF";"Center Forward";"80.83";"2001-04-12";"10892.9";"1242.6";"432.0";"67.9";"499.9";"36.7";"5.6";"42.3";"104.7";"8.9";"88.0";"13.4";"26.00"
"Ji-Sung  Eom";"Gwangju FC";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"LW";"Wide Attacker";"80.83";"2002-05-09";"10354.0";"1416.3";"634.7";"265.0";"899.7";"53.4";"15.6";"69.0";"106.9";"10.0";"98.0";"28.9";"29.60"
"Timo Letschert";"Gwangju FC";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"RCB";"Central Defender";"101.58";"1993-05-25";"9186.1";"984.3";"263.1";"65.6";"328.7";"28.4";"4.4";"32.8";"86.8";"1.8";"75.3";"6.2";"27.50"
"Kee-Hee Kim";"Ulsan Hyundai Horang-i";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"RCB";"Central Defender";"65.68";"1989-07-13";"9801.6";"1204.5";"316.5";"79.5";"396.0";"32.9";"4.1";"37.0";"105.5";"9.6";"87.7";"6.9";"27.60"
"Han-Gil Kim";"Gwangju FC";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"LB";"Full Back";"101.58";"1995-06-21";"10486.7";"1413.2";"521.0";"280.9";"801.8";"43.4";"13.3";"56.7";"96.6";"10.6";"92.1";"24.8";"30.80"
"Young-Woo Seol";"Ulsan Hyundai Horang-i";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"RB";"Full Back";"101.58";"1998-12-05";"10212.9";"1289.1";"640.6";"365.0";"1005.6";"58.5";"15.9";"74.4";"88.6";"12.4";"84.2";"27.5";"29.90"
"Min-Kyu Joo";"Ulsan Hyundai Horang-i";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"CF";"Center Forward";"101.58";"1990-04-13";"9152.4";"1057.9";"414.6";"62.0";"476.7";"44.3";"5.3";"49.6";"90.4";"15.1";"74.4";"18.6";"26.00"
"Myung-Jae Lee";"Ulsan Hyundai Horang-i";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"LB";"Full Back";"101.58";"1993-11-04";"9742.5";"1164.2";"445.7";"113.4";"559.1";"35.4";"4.4";"39.9";"95.7";"8.9";"77.1";"16.8";"30.00"
"Gyu-Sung Lee";"Ulsan Hyundai Horang-i";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"RM";"Midfield";"101.58";"1994-05-10";"10332.5";"1578.9";"484.6";"116.1";"600.7";"43.4";"2.7";"46.1";"93.0";"4.4";"81.5";"15.9";"27.60"
"Won-Sang Um";"Ulsan Hyundai Horang-i";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"RW";"Wide Attacker";"77.40";"1999-01-06";"10423.3";"1573.3";"583.7";"270.9";"854.7";"52.3";"14.0";"66.3";"102.3";"10.5";"94.2";"26.7";"31.80"
"Gustav Ludwigson";"Ulsan Hyundai Horang-i";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"LW";"Wide Attacker";"65.68";"1993-10-20";"10893.7";"1778.6";"852.3";"282.3";"1134.6";"76.7";"17.8";"94.5";"120.6";"11.0";"102.8";"34.3";"28.90"
"Jasir Asani";"Gwangju FC";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"RW";"Wide Attacker";"71.23";"1995-05-19";"10777.8";"1810.6";"773.3";"203.4";"976.7";"63.2";"10.1";"73.3";"94.8";"12.6";"82.1";"17.7";"29.80"
"Ho-Yeon Jeong";"Gwangju FC";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"RM";"Midfield";"101.58";"2000-09-28";"11190.2";"1742.8";"670.7";"223.3";"894.0";"54.9";"10.6";"65.6";"122.3";"13.3";"104.5";"21.3";"28.20"
"Soon-Min Lee";"Gwangju FC";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"DM";"Midfield";"80.83";"1994-05-22";"12142.2";"1931.8";"567.9";"116.9";"684.8";"43.4";"5.6";"49.0";"111.3";"6.7";"93.5";"17.8";"26.90"
"Young-Kyu Ahn";"Gwangju FC";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"LCB";"Central Defender";"101.58";"1989-12-04";"9061.1";"995.9";"279.1";"69.1";"348.2";"23.9";"2.7";"26.6";"88.6";"0.0";"70.0";"10.6";"26.10"
"Heui-Kyun Lee";"Gwangju FC";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"LM";"Midfield";"60.30";"1998-04-29";"12453.7";"2317.9";"983.6";"291.0";"1274.6";"83.6";"13.4";"97.0";"114.9";"17.9";"107.5";"13.4";"28.10"
"Hyeon-Seok Doo";"Gwangju FC";"Ulsan Hyundai Horang-i v Gwangju FC";"KOR - K League 1";"RB";"Full Back";"101.58";"1995-12-21";"10032.2";"1301.5";"371.2";"155.9";"527.2";"35.4";"8.0";"43.4";"87.7";"7.1";"78.9";"20.4";"28.80"
"Runar Robinsønn Norheim";"Tromsø IL";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"CF";"Center Forward";"68.27";"2005-02-14";"11742.1";"1785.0";"701.3";"228.1";"929.4";"56.7";"10.5";"67.2";"98.9";"6.6";"92.3";"14.5";"32.20"
"Felix Vrede Winther";"Tromsø IL";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"DM";"Midfield";"75.30";"2000-05-18";"12331.1";"2811.2";"884.5";"127.9";"1012.4";"68.1";"6.0";"74.1";"107.6";"7.2";"104.0";"12.0";"28.40"
"Gustav Valsvik";"Strømsgodset IF";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"CB";"Central Defender";"93.48";"1993-05-26";"9639.3";"1331.5";"279.2";"53.0";"332.2";"24.1";"1.9";"26.0";"81.8";"2.9";"74.1";"11.6";"27.00"
"Jostein Maurstad Gundersen";"Tromsø IL";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"RCB";"Central Defender";"93.48";"1996-04-02";"10396.0";"1538.5";"421.7";"67.4";"489.1";"41.4";"4.8";"46.2";"87.6";"1.9";"74.1";"13.5";"25.70"
"Vegard Østraat Erlien";"Tromsø IL";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"CF";"Center Forward";"87.78";"1998-01-07";"12237.9";"2409.4";"941.2";"190.7";"1131.9";"78.9";"11.3";"90.2";"106.6";"10.3";"96.4";"21.5";"27.80"
"Ole Kristian Bergem Enersen";"Strømsgodset IF";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"LWB";"Full Back";"68.10";"2002-09-06";"11667.0";"2205.7";"848.5";"421.6";"1270.0";"66.1";"17.2";"83.3";"101.8";"15.9";"92.5";"34.4";"31.30"
"Jostein Ekeland";"Strømsgodset IF";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"LF";"Wide Attacker";"85.20";"1997-07-24";"11217.3";"2010.2";"744.7";"141.5";"886.3";"67.6";"10.6";"78.2";"89.8";"12.7";"91.9";"19.0";"27.10"
"Lasse Nilsen";"Tromsø IL";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"LWB";"Full Back";"93.48";"1995-02-21";"11191.3";"1741.7";"559.4";"224.3";"783.7";"43.3";"9.6";"53.0";"104.9";"7.7";"93.4";"19.3";"27.90"
"Marcus Johansen Mehnert";"Strømsgodset IF";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"CF";"Center Forward";"93.48";"1997-10-28";"10274.7";"1400.8";"654.7";"218.5";"873.2";"54.9";"15.4";"70.3";"84.7";"14.4";"77.0";"19.3";"28.70"
"Sakarias Opsahl";"Tromsø IL";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"RM";"Midfield";"87.78";"1999-07-17";"11264.9";"1991.1";"562.9";"100.5";"663.4";"47.2";"3.1";"50.2";"103.6";"6.2";"95.4";"10.3";"25.90"
"Kent-Are Antonsen";"Tromsø IL";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"LCB";"Central Defender";"93.48";"1995-02-12";"10906.3";"1759.9";"518.0";"169.4";"687.4";"46.2";"9.6";"55.8";"100.1";"2.9";"74.1";"13.5";"27.60"
"Christophe Psyché";"Tromsø IL";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"CB";"Central Defender";"93.48";"1988-07-28";"9837.6";"1466.3";"269.6";"46.2";"315.8";"27.0";"1.9";"28.9";"83.8";"4.8";"78.0";"7.7";"25.60"
"Niklas Brøndsted Vesterlund Nielsen";"Tromsø IL";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"RWB";"Full Back";"93.48";"1999-06-06";"11053.6";"1994.9";"802.0";"374.5";"1176.5";"56.8";"20.2";"77.0";"98.2";"12.5";"86.6";"26.0";"31.10"
"Ruben Yttergård Jenssen";"Tromsø IL";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"LM";"Midfield";"93.48";"1988-05-04";"11990.4";"2149.9";"626.8";"50.1";"676.8";"51.0";"1.9";"53.0";"97.2";"4.8";"95.3";"9.6";"25.20"
"Fredrik Kristensen Dahl";"Strømsgodset IF";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"LCB";"Central Defender";"93.48";"1999-01-30";"10314.2";"1297.8";"498.7";"269.6";"768.3";"36.6";"11.6";"48.1";"88.6";"7.7";"70.3";"12.5";"33.80"
"Tobias Fjeld Gulliksen";"Strømsgodset IF";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"RF";"Wide Attacker";"93.48";"2003-07-09";"11182.6";"1811.0";"725.0";"273.4";"998.4";"62.6";"16.4";"78.9";"88.6";"8.7";"89.5";"18.3";"28.60"
"Herman  Sørby Stengel";"Strømsgodset IF";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"RM";"Midfield";"93.48";"1995-08-26";"10675.2";"1633.8";"403.4";"55.8";"459.2";"42.4";"2.9";"45.3";"83.8";"5.8";"78.9";"19.3";"26.10"
"Lars Vilsvik";"Strømsgodset IF";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"RWB";"Full Back";"93.48";"1988-10-18";"11206.7";"1733.0";"780.8";"275.4";"1056.2";"59.7";"13.5";"73.2";"95.3";"7.7";"80.9";"19.3";"30.60"
"Jack Ipalibo";"Strømsgodset IF";"Strømsgodset IF v Tromsø IL";"NOR - Eliteserien";"LM";"Midfield";"68.10";"1998-04-06";"10760.4";"1681.1";"319.8";"68.7";"388.5";"23.8";"4.0";"27.8";"85.9";"7.9";"84.6";"14.5";"27.10"
"In-Soo Yu";"Gangwon FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"RWB";"Full Back";"80.30";"1994-12-28";"9353.1";"984.1";"388.9";"170.4";"559.3";"34.7";"7.8";"42.6";"96.4";"11.2";"93.0";"23.5";"30.80"
"Young-Bin Kim";"Gangwon FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"CB";"Central Defender";"103.75";"1991-09-20";"8088.3";"661.9";"203.9";"48.6";"252.4";"16.5";"3.5";"20.0";"68.5";"6.9";"61.6";"7.8";"27.70"
"Soo-Bin Lee";"Jeonbuk Hyundai Motors FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"LDM";"Midfield";"74.52";"2000-05-07";"9735.5";"1204.1";"425.1";"100.2";"525.4";"38.6";"6.0";"44.7";"89.4";"6.0";"84.5";"14.5";"26.70"
"Hyun-Jun Yang";"Gangwon FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"CF";"Center Forward";"103.75";"2002-05-25";"10095.6";"1412.2";"560.4";"195.2";"755.6";"42.5";"11.3";"53.8";"97.2";"6.9";"77.2";"25.2";"29.90"
"Jeong-Ho Hong";"Jeonbuk Hyundai Motors FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"LCB";"Central Defender";"102.48";"1989-08-12";"8187.6";"688.5";"252.0";"101.9";"353.9";"24.6";"4.4";"29.0";"71.1";"5.3";"65.9";"9.7";"28.50"
"Tae-Wook Jeong";"Jeonbuk Hyundai Motors FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"RCB";"Central Defender";"103.75";"1997-05-16";"9035.6";"972.4";"320.1";"143.1";"463.2";"32.1";"6.1";"38.2";"70.3";"6.1";"64.2";"13.9";"29.30"
"Jun Amano";"Jeonbuk Hyundai Motors FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"AM";"Midfield";"74.52";"1991-07-19";"9582.1";"1230.7";"386.5";"94.2";"480.7";"31.4";"6.0";"37.4";"76.1";"8.5";"82.1";"13.3";"27.30"
"Geon-Ung Kim";"Jeonbuk Hyundai Motors FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"CB";"Central Defender";"103.75";"1997-08-29";"8607.0";"979.4";"319.2";"111.0";"430.3";"26.9";"4.3";"31.2";"75.5";"5.2";"65.9";"10.4";"28.90"
"Rafael da Silva";"Jeonbuk Hyundai Motors FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"CF";"Center Forward";"103.75";"1992-04-04";"8802.2";"1073.1";"425.9";"145.7";"571.7";"40.8";"9.5";"50.3";"81.5";"10.4";"59.9";"16.5";"28.70"
"Jin-Seob Park";"Jeonbuk Hyundai Motors FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"RDM";"Midfield";"103.75";"1995-10-23";"9745.2";"1152.0";"251.6";"57.3";"308.8";"26.0";"2.6";"28.6";"83.3";"5.2";"95.4";"10.4";"27.30"
"Moon-Hwan Kim";"Jeonbuk Hyundai Motors FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"RWB";"Full Back";"102.48";"1995-08-01";"9271.4";"1137.3";"469.0";"231.0";"699.9";"43.0";"14.1";"57.1";"81.7";"16.7";"79.0";"24.6";"29.70"
"Seok-Yeong Yun";"Gangwon FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"LCB";"Central Defender";"103.75";"1990-02-13";"8039.7";"770.3";"252.4";"27.8";"280.2";"20.0";"1.7";"21.7";"72.9";"6.9";"71.1";"10.4";"26.20"
"Seung-Yong Jung";"Gangwon FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"LWB";"Full Back";"103.75";"1991-03-25";"8430.1";"970.7";"368.7";"103.2";"471.9";"39.9";"5.2";"45.1";"85.0";"7.8";"78.9";"17.3";"28.10"
"Min-Woo Seo";"Gangwon FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"DM";"Midfield";"103.75";"1998-03-12";"9975.9";"1562.3";"289.7";"24.3";"314.0";"33.0";"1.7";"34.7";"98.0";"5.2";"84.1";"17.3";"25.00"
"Gustavo Henrique da Silva Sousa";"Jeonbuk Hyundai Motors FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"CF";"Center Forward";"81.20";"1994-03-29";"8790.5";"1067.4";"549.8";"186.2";"736.0";"47.7";"11.1";"58.7";"74.3";"11.1";"65.4";"21.1";"29.20"
"Woong-Hee Lee";"Gangwon FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"RCB";"Central Defender";"88.37";"1988-07-18";"8386.9";"754.7";"224.1";"38.7";"262.8";"17.3";"3.1";"20.4";"68.2";"10.2";"68.2";"15.3";"26.40"
"Kook-Young Han";"Gangwon FC";"Jeonbuk Hyundai Motors FC v Gangwon FC";"KOR - K League 1";"LM";"Midfield";"90.22";"1990-04-19";"9948.7";"1340.7";"514.7";"64.8";"579.6";"43.9";"5.0";"48.9";"91.8";"6.0";"94.8";"15.0";"26.00"
"Chan-Hee Han";"FC Seoul";"Suwon FC v FC Seoul";"KOR - K League 1";"RDM";"Midfield";"63.37";"1997-03-17";"12232.4";"2342.0";"474.4";"45.4";"519.8";"41.2";"2.8";"44.0";"110.8";"2.8";"98.0";"12.8";"25.50"
"Ju-Ho Park";"Suwon FC";"Suwon FC v FC Seoul";"KOR - K League 1";"LM";"Midfield";"64.55";"1987-01-16";"10871.1";"1551.8";"322.1";"27.9";"350.0";"30.7";"1.4";"32.1";"118.5";"2.8";"85.1";"20.9";"24.30"
"Ju-Yeop Kim";"Suwon FC";"Suwon FC v FC Seoul";"KOR - K League 1";"CF";"Center Forward";"97.40";"2000-04-05";"10823.1";"1509.9";"724.4";"303.1";"1027.5";"50.8";"17.6";"68.4";"107.2";"11.1";"85.9";"26.8";"28.50"
"Yong Lee";"Suwon FC";"Suwon FC v FC Seoul";"KOR - K League 1";"RWB";"Full Back";"97.40";"1986-12-24";"9544.3";"1119.0";"442.6";"204.2";"646.8";"46.2";"8.3";"54.5";"103.5";"13.9";"94.3";"21.3";"30.50"
"Ju-Sung Kim";"FC Seoul";"Suwon FC v FC Seoul";"KOR - K League 1";"LCB";"Central Defender";"97.40";"2000-12-12";"9420.4";"1169.8";"302.2";"57.3";"359.4";"28.6";"3.7";"32.3";"95.2";"7.4";"85.0";"12.0";"26.50"
"Sang-Hyub Lim";"FC Seoul";"Suwon FC v FC Seoul";"KOR - K League 1";"LW";"Wide Attacker";"83.49";"1988-07-08";"9420.4";"1372.3";"504.5";"146.6";"651.1";"43.1";"7.5";"50.7";"107.8";"10.8";"90.5";"30.2";"29.10"
"Seon-Min Kim";"Suwon FC";"Suwon FC v FC Seoul";"KOR - K League 1";"DM";"Midfield";"97.40";"1991-12-12";"11078.1";"1745.5";"405.6";"12.9";"418.6";"47.1";"1.8";"49.0";"112.7";"3.7";"103.5";"19.4";"24.20"
"Cheol-Woo Park";"Suwon FC";"Suwon FC v FC Seoul";"KOR - K League 1";"LWB";"Full Back";"83.62";"1997-10-21";"10245.3";"1564.9";"542.5";"151.8";"694.2";"49.5";"10.8";"60.3";"114.1";"18.3";"91.5";"21.5";"27.60"
"Bit-Garam Yoon";"Suwon FC";"Suwon FC v FC Seoul";"KOR - K League 1";"RM";"Midfield";"97.40";"1990-05-07";"10117.1";"1339.8";"335.4";"37.9";"373.3";"29.6";"2.8";"32.3";"105.3";"1.8";"97.0";"11.1";"26.00"
"Shin-Jin Kim";"FC Seoul";"Suwon FC v FC Seoul";"KOR - K League 1";"CF";"Center Forward";"92.34";"2001-07-13";"10626.7";"1568.2";"483.4";"141.3";"624.8";"47.8";"10.7";"58.5";"110.1";"12.7";"93.6";"18.5";"26.80"
"Sung-Yueng Ki";"FC Seoul";"Suwon FC v FC Seoul";"KOR - K League 1";"LDM";"Midfield";"97.40";"1989-01-24";"10580.1";"1515.4";"502.7";"143.2";"645.9";"42.5";"6.5";"49.0";"101.6";"1.8";"87.8";"17.6";"27.70"
"Lachlan Jackson";"Suwon FC";"Suwon FC v FC Seoul";"KOR - K League 1";"LCB";"Central Defender";"97.40";"1995-03-12";"9383.5";"890.8";"205.1";"61.0";"266.1";"19.4";"3.7";"23.1";"96.1";"6.5";"80.4";"9.2";"27.50"
"Jin-Ya Kim";"FC Seoul";"Suwon FC v FC Seoul";"KOR - K League 1";"RB";"Full Back";"97.40";"1998-06-30";"10154.1";"1401.7";"669.0";"225.5";"894.5";"50.8";"10.2";"61.0";"98.9";"7.4";"92.4";"22.2";"30.40"
"Se-Gye Shin";"Suwon FC";"Suwon FC v FC Seoul";"KOR - K League 1";"RCB";"Central Defender";"97.40";"1990-09-16";"8992.6";"929.6";"323.4";"48.0";"371.5";"27.7";"3.7";"31.4";"86.9";"6.5";"79.5";"8.3";"27.90"
"Tae-Seok Lee";"FC Seoul";"Suwon FC v FC Seoul";"KOR - K League 1";"LB";"Full Back";"63.37";"2002-07-28";"10921.6";"1977.0";"444.5";"61.1";"505.6";"45.4";"4.3";"49.7";"119.3";"8.5";"100.8";"21.3";"25.10"
"Han-Beom Lee";"FC Seoul";"Suwon FC v FC Seoul";"KOR - K League 1";"RCB";"Central Defender";"83.49";"2002-06-17";"9702.8";"1299.0";"359.0";"55.0";"413.9";"34.5";"4.3";"38.8";"110.0";"8.6";"92.7";"12.9";"25.80"
"Aleksandar Paločević";"FC Seoul";"Suwon FC v FC Seoul";"KOR - K League 1";"AM";"Midfield";"97.40";"1993-08-22";"11623.3";"2005.1";"605.2";"40.7";"645.9";"61.0";"2.8";"63.8";"110.9";"1.8";"97.9";"12.0";"24.60"
"Sang-Ho Na";"FC Seoul";"Suwon FC v FC Seoul";"KOR - K League 1";"RW";"Wide Attacker";"97.40";"1996-08-12";"10577.3";"1551.4";"575.7";"289.2";"864.9";"49.0";"12.9";"61.9";"105.3";"7.4";"105.3";"20.3";"30.60"
"Vegard Kongsro";"Hamarkameratene Fotball";"Viking FK v Hamarkameratene Fotball";"NOR - Eliteserien";"LCB";"Central Defender";"94.24";"1998-08-07";"9504.2";"1042.9";"398.2";"115.6";"513.8";"28.7";"8.6";"37.2";"84.0";"2.9";"64.9";"13.4";"29.40"
"Benjamin Thoresen Faraas";"Hamarkameratene Fotball";"Viking FK v Hamarkameratene Fotball";"NOR - Eliteserien";"RM";"Midfield";"66.90";"2005-09-08";"11807.6";"2265.5";"940.4";"356.5";"1296.9";"76.7";"24.2";"100.9";"109.0";"10.8";"92.8";"32.3";"30.00"
"Sondre Flem Bjørshol";"Viking FK";"Viking FK v Hamarkameratene Fotball";"NOR - Eliteserien";"RB";"Full Back";"77.60";"1994-04-30";"12114.0";"2421.6";"883.8";"294.6";"1178.4";"80.0";"17.4";"97.4";"122.9";"7.0";"92.8";"30.2";"28.90"
"Nick D'Agostino";"Viking FK";"Viking FK v Hamarkameratene Fotball";"NOR - Eliteserien";"CF";"Center Forward";"77.60";"1998-02-25";"10228.2";"1235.2";"635.6";"458.1";"1093.7";"56.8";"19.7";"76.5";"95.1";"15.1";"87.0";"16.2";"31.80"
"Brynjar Ingi Bjarnason";"Hamarkameratene Fotball";"Viking FK v Hamarkameratene Fotball";"NOR - Eliteserien";"RCB";"Central Defender";"94.24";"1999-12-06";"10036.2";"1478.4";"395.4";"97.4";"492.8";"34.4";"5.7";"40.1";"97.4";"5.7";"78.3";"14.3";"29.20"
"Patrick Yazbek";"Viking FK";"Viking FK v Hamarkameratene Fotball";"NOR - Eliteserien";"RM";"Midfield";"77.60";"2002-04-05";"12332.1";"2545.7";"949.9";"258.6";"1208.5";"71.9";"15.1";"87.0";"112.5";"5.8";"98.6";"20.9";"28.50"
"Zlatko Tripić";"Viking FK";"Viking FK v Hamarkameratene Fotball";"NOR - Eliteserien";"LF";"Wide Attacker";"94.24";"1992-12-02";"11176.5";"1985.5";"787.9";"263.6";"1051.5";"74.5";"13.4";"87.9";"96.5";"4.8";"79.3";"18.1";"29.00"
"Harald Nilsen Tangen";"Viking FK";"Viking FK v Hamarkameratene Fotball";"NOR - Eliteserien";"LM";"Midfield";"94.24";"2001-01-03";"11216.6";"1966.4";"616.0";"136.6";"752.5";"54.4";"8.6";"63.0";"107.0";"3.8";"71.6";"17.2";"28.30"
