"Player";"Team";"Match";"Competition";"Position";"Position Group";"Minutes Played";"Birthdate";"Distance P90";"Running Distance P90";"HSR Distance P90";"Sprinting Distance P90";"HI Distance P90";"Count HSR P90";"Count Sprint P90";"Count HI P90";"Count Medium Acceleration P90";"Count High Acceleration P90";"Count Medium Deceleration P90";"Count High Deceleration P90";"PSV-99"
"Mykyta Kravchenko";"Polissya Zhytomyr";"LNZ Cherkasy FC v Polissya Zhytomyr";"UKR - Premier League";"RB";"Full Back";"99.43";"1997-06-14";"9458.9";"1156.8";"490.6";"129.4";"620.0";"40.7";"6.3";"47.1";"74.2";"5.4";"66.1";"15.4";"25.70"
"Béni Makouana";"Polissya Zhytomyr";"LNZ Cherkasy FC v Polissya Zhytomyr";"UKR - Premier League";"LW";"Wide Attacker";"99.43";"2002-09-28";"9359.3";"1031.9";"590.2";"286.9";"877.1";"46.2";"15.4";"61.6";"72.4";"6.3";"59.7";"23.5";"33.30"
"Denys Oliynyk";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Polissya Zhytomyr";"UKR - Premier League";"LM";"Midfield";"99.43";"1987-06-16";"10786.8";"1337.8";"483.4";"135.8";"619.1";"38.9";"5.4";"44.4";"68.8";"1.8";"61.6";"12.7";"26.60"
"Vladyslav Naumets";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Polissya Zhytomyr";"UKR - Premier League";"RW";"Wide Attacker";"79.80";"1999-03-07";"9866.2";"1131.2";"453.4";"183.8";"637.2";"39.5";"6.8";"46.2";"75.6";"6.8";"65.4";"13.5";"30.60"
"Artem Kozak";"Polissya Zhytomyr";"LNZ Cherkasy FC v Polissya Zhytomyr";"UKR - Premier League";"RW";"Wide Attacker";"99.43";"1998-05-28";"10258.2";"1461.8";"573.0";"203.7";"776.6";"48.0";"8.1";"56.1";"76.9";"8.1";"73.3";"16.3";"29.60"
"Sergiy Chobotenko";"Polissya Zhytomyr";"LNZ Cherkasy FC v Polissya Zhytomyr";"UKR - Premier League";"RCB";"Central Defender";"77.67";"1997-01-16";"9144.8";"1122.8";"330.2";"75.3";"405.6";"27.8";"4.6";"32.4";"66.0";"4.6";"55.6";"11.6";"28.20"
"Maksym Lopyrenok";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Polissya Zhytomyr";"UKR - Premier League";"RCB";"Central Defender";"99.43";"1995-04-13";"9271.5";"887.1";"277.0";"96.9";"373.8";"21.7";"6.3";"28.1";"67.9";"5.4";"61.6";"12.7";"29.60"
"Vitaliy Boyko";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Polissya Zhytomyr";"UKR - Premier League";"RM";"Midfield";"67.28";"1997-12-03";"10694.9";"1438.0";"441.4";"88.3";"529.7";"37.5";"1.3";"38.8";"77.6";"5.4";"76.2";"12.0";"28.90"
"Artem Shabanov";"Polissya Zhytomyr";"LNZ Cherkasy FC v Polissya Zhytomyr";"UKR - Premier League";"LCB";"Central Defender";"99.43";"1992-03-07";"8895.0";"855.4";"331.3";"90.5";"421.8";"23.5";"5.4";"29.0";"62.5";"2.7";"54.3";"10.0";"29.00"
"Anton Savin";"LNZ Cherkasy FC";"LNZ Cherkasy FC v Polissya Zhytomyr";"UKR - Premier League";"LB";"Full Back";"99.43";"1990-02-07";"9463.4";"968.5";"432.7";"172.9";"605.6";"41.6";"8.1";"49.8";"70.6";"3.6";"61.6";"13.6";"29.10"
"Vladyslav Kalitvintsev";"FC Oleksandriya";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"RW";"Wide Attacker";"95.03";"1993-01-04";"10485.0";"1626.1";"565.4";"214.0";"779.4";"45.5";"6.6";"52.1";"68.2";"7.6";"61.6";"12.3";"29.60"
"Igor Snurnitsyn";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"LCB";"Central Defender";"95.03";"2000-03-07";"9811.6";"1134.6";"264.2";"56.8";"321.1";"22.7";"1.9";"24.6";"63.5";"3.8";"48.3";"7.6";"26.40"
"Yevgeniy Smyrnyi";"FC Oleksandriya";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"RM";"Midfield";"76.32";"1998-08-18";"11599.1";"1797.2";"549.5";"208.7";"758.3";"41.3";"4.7";"46.0";"76.7";"5.9";"74.3";"15.3";"28.50"
"Denys Antyukh";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"LW";"Wide Attacker";"76.82";"1997-07-30";"11176.8";"1676.5";"683.0";"262.4";"945.5";"51.5";"15.2";"66.8";"75.0";"5.9";"77.3";"18.7";"29.90"
"Yuriy Kopyna";"FC Oleksandriya";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"RB";"Full Back";"95.03";"1996-07-04";"10341.1";"1331.6";"470.7";"125.0";"595.7";"37.9";"4.7";"42.6";"73.9";"4.7";"62.5";"14.2";"27.60"
"Roman Vantukh";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"LWB";"Full Back";"95.03";"1998-07-04";"10884.7";"1605.3";"665.8";"272.8";"938.5";"42.6";"8.5";"51.1";"73.9";"7.6";"59.7";"17.0";"29.70"
"Artem Shulyanskyi";"FC Oleksandriya";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"LW";"Wide Attacker";"63.17";"2001-04-11";"11708.4";"2030.2";"846.3";"332.0";"1178.2";"55.6";"14.2";"69.8";"75.5";"12.8";"65.5";"24.2";"30.20"
"Eduardo Antonio Guerrero Lozcano";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"CF";"Center Forward";"85.95";"2000-02-21";"10058.6";"1209.4";"539.3";"199.0";"738.2";"37.7";"8.4";"46.1";"73.3";"2.1";"58.6";"23.0";"30.10"
"Andriy Kulakov";"FC Oleksandriya";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"CF";"Center Forward";"76.32";"1999-04-28";"10076.7";"1321.9";"562.5";"142.7";"705.2";"50.7";"10.6";"61.3";"68.4";"7.1";"56.6";"17.7";"28.00"
"Dmytro Myshnov";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"LM";"Midfield";"85.95";"1994-01-26";"11063.9";"1516.2";"308.9";"7.3";"316.2";"29.3";"1.0";"30.4";"72.3";"6.3";"66.0";"11.5";"24.50"
"Kyrylo Sigeev";"FC Oleksandriya";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"DM";"Midfield";"88.42";"2004-05-16";"11639.3";"1746.7";"409.2";"70.2";"479.4";"30.5";"0.0";"30.5";"62.1";"4.1";"60.1";"8.1";"23.00"
"Sergiy Loginov";"FC Oleksandriya";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"LCB";"Central Defender";"95.03";"1990-08-24";"10020.9";"1308.8";"326.7";"70.1";"396.8";"22.7";"3.8";"26.5";"63.5";"0.0";"52.1";"11.4";"26.20"
"Roman Savchenko";"FC Oleksandriya";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"LB";"Full Back";"95.03";"2004-02-17";"10503.9";"1355.3";"495.3";"119.3";"614.6";"37.9";"8.5";"46.4";"72.9";"6.6";"61.6";"16.1";"27.50"
"Vladyslav Baboglo";"FC Oleksandriya";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"RCB";"Central Defender";"95.03";"1998-11-14";"9586.2";"1157.3";"309.7";"89.0";"398.7";"22.7";"3.8";"26.5";"56.8";"4.7";"48.3";"9.5";"28.90"
"Anderson Jordan da Silva Cordeiro";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"RCB";"Central Defender";"95.03";"1999-04-22";"9303.1";"907.3";"280.3";"76.7";"357.0";"23.7";"5.7";"29.4";"59.7";"2.8";"51.1";"8.5";"28.10"
"Kyrylo Kovalets";"FC Oleksandriya";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"LM";"Midfield";"63.17";"1993-07-02";"10588.6";"1326.4";"282.1";"39.9";"322.0";"21.4";"0.0";"21.4";"62.7";"1.4";"62.7";"10.0";"24.80"
"Arseniy Batagov";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"CB";"Central Defender";"95.03";"2002-03-05";"9224.5";"887.4";"253.8";"65.3";"319.2";"20.8";"3.8";"24.6";"57.8";"1.9";"48.3";"10.4";"29.00"
"Igor Kyryukhantsev";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"RWB";"Full Back";"95.03";"1996-01-29";"10809.8";"1629.9";"728.3";"232.0";"960.3";"52.1";"12.3";"64.4";"69.1";"7.6";"56.8";"19.9";"28.90"
"Kyrylo Dryshlyuk";"FC Zorya Lugansk";"FC Zorya Lugansk v FC Oleksandriya";"UKR - Premier League";"RM";"Midfield";"95.03";"1999-09-16";"11199.1";"1963.3";"594.8";"54.0";"648.7";"45.5";"3.8";"49.2";"73.9";"3.8";"64.4";"17.0";"25.60"
"Dmytro Yusov";"FC Metalist 1925 Kharkiv";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LW";"Wide Attacker";"88.62";"1993-05-11";"9415.4";"1084.6";"596.1";"103.6";"699.7";"50.8";"8.1";"58.9";"96.5";"7.1";"77.2";"18.3";"27.90"
"Beka Vachiberadze";"FC Metalist 1925 Kharkiv";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"RM";"Midfield";"96.42";"1996-03-05";"10268.5";"1453.3";"397.6";"86.8";"484.4";"37.3";"3.7";"41.1";"102.7";"2.8";"85.9";"11.2";"26.60"
"Vladlen Yurchenko";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"AM";"Midfield";"96.42";"1994-01-22";"9912.9";"1193.8";"367.8";"84.9";"452.7";"28.9";"2.8";"31.7";"88.7";"5.6";"79.3";"6.5";"26.40"
"Ruslan Stepanyuk";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"CF";"Center Forward";"96.42";"1992-01-16";"9403.2";"1160.2";"417.2";"126.0";"543.2";"42.0";"8.4";"50.4";"95.2";"8.4";"73.7";"16.8";"27.80"
"Andriy Tkachuk";"FC Metalist 1925 Kharkiv";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LM";"Midfield";"65.80";"1987-11-18";"10716.6";"1620.8";"381.6";"78.0";"459.6";"32.8";"2.7";"35.6";"113.5";"2.7";"82.1";"12.3";"27.70"
"Viktor Kornienko";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LB";"Full Back";"96.42";"1999-02-14";"9943.7";"1402.0";"470.4";"147.5";"617.9";"42.9";"7.5";"50.4";"94.3";"9.3";"77.5";"16.8";"27.70"
"Ibrahim Kane";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"RW";"Wide Attacker";"96.42";"2000-06-23";"9327.6";"1341.3";"512.4";"177.3";"689.8";"43.9";"11.2";"55.1";"95.2";"12.1";"79.3";"18.7";"29.50"
"Yevgen Pavlyuk";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LCB";"Central Defender";"96.42";"2002-08-18";"9773.8";"1209.7";"448.0";"165.2";"613.3";"36.4";"6.5";"42.9";"92.4";"3.7";"69.1";"14.0";"29.20"
"Oleksiy Sydorov";"FC Metalist 1925 Kharkiv";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"CF";"Center Forward";"96.42";"2001-06-07";"10227.4";"1326.4";"742.1";"280.0";"1022.1";"57.9";"14.9";"72.8";"95.2";"10.3";"79.3";"12.1";"28.20"
"Andriy Remenyuk";"FC Metalist 1925 Kharkiv";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"RW";"Wide Attacker";"65.80";"1999-02-03";"10563.4";"1481.3";"735.9";"322.8";"1058.7";"46.5";"15.0";"61.6";"109.4";"6.8";"86.2";"17.8";"29.30"
"Maryan Faryna";"FC Metalist 1925 Kharkiv";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LB";"Full Back";"96.42";"2003-08-28";"9794.3";"1204.1";"482.6";"152.1";"634.7";"42.0";"10.3";"52.3";"100.8";"7.5";"80.3";"12.1";"28.20"
"Igor  Kurilo";"FC Metalist 1925 Kharkiv";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LCB";"Central Defender";"96.42";"1993-05-03";"8806.8";"908.2";"262.3";"73.7";"336.0";"23.3";"3.7";"27.1";"92.4";"2.8";"69.1";"10.3";"27.10"
"Mykyta Bezuglyi";"FC Metalist 1925 Kharkiv";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"RB";"Full Back";"96.42";"1995-08-01";"9545.1";"1293.7";"469.5";"132.5";"602.1";"42.9";"8.4";"51.3";"100.8";"7.5";"82.1";"16.8";"29.00"
"Artem Chelyadin";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LDM";"Midfield";"96.42";"1999-12-29";"10417.9";"1284.4";"408.8";"155.9";"564.7";"28.9";"6.5";"35.5";"87.7";"5.6";"79.3";"8.4";"27.40"
"Igor Perduta";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"RB";"Full Back";"96.42";"1990-11-15";"9433.1";"1134.1";"532.0";"219.4";"751.4";"44.8";"10.3";"55.1";"93.3";"7.5";"73.7";"14.0";"29.10"
"Najeeb Yakubu";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"LW";"Wide Attacker";"77.92";"2000-05-01";"9858.2";"1498.1";"688.4";"212.5";"900.9";"48.5";"13.9";"62.4";"104.0";"13.9";"79.7";"26.6";"30.00"
"Oleksandr Sklyar";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"RDM";"Midfield";"84.64";"1991-02-26";"10149.5";"1240.9";"404.1";"151.0";"555.1";"30.8";"7.4";"38.3";"94.6";"0.0";"79.7";"13.8";"30.00"
"Artem Gabelok";"FC Metalist 1925 Kharkiv";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"DM";"Midfield";"96.42";"1995-01-02";"10187.3";"1320.8";"469.5";"81.2";"550.7";"38.3";"3.7";"42.0";"106.4";"0.0";"75.6";"13.1";"25.80"
"Yevgeniy  Tkachuk";"FC Metalist 1925 Kharkiv";"FC Vorskla Poltava v FC Metalist 1925 Kharkiv";"UKR - Premier League";"RCB";"Central Defender";"96.42";"1991-06-27";"8930.9";"1074.4";"386.4";"84.0";"470.4";"35.5";"6.5";"42.0";"83.1";"2.8";"66.3";"11.2";"26.50"
"Nazariy Muravskyi";"LNZ Cherkasy FC";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"LCB";"Central Defender";"95.95";"2000-02-03";"9589.1";"1195.0";"415.5";"131.3";"546.8";"31.0";"5.6";"36.6";"70.3";"2.8";"62.8";"14.1";"28.50"
"Oleg Kozhushko";"FK Kryvbas Kryvyi Rih";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"CF";"Center Forward";"81.26";"1998-02-17";"9875.0";"1288.1";"503.9";"273.6";"777.5";"43.2";"16.6";"59.8";"85.3";"8.9";"68.7";"18.8";"32.30"
"Vladyslav Khamelyuk";"LNZ Cherkasy FC";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"DM";"Midfield";"74.66";"1998-05-04";"10772.0";"1714.2";"611.2";"133.8";"745.0";"49.4";"8.4";"57.9";"78.4";"2.4";"72.3";"15.7";"27.40"
"Denys Norenkov";"LNZ Cherkasy FC";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"LB";"Full Back";"95.95";"1996-07-25";"10307.6";"1556.1";"649.1";"246.7";"895.8";"53.5";"12.2";"65.7";"77.9";"9.4";"75.0";"14.1";"29.10"
"Maksym Pryadun";"LNZ Cherkasy FC";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"CF";"Center Forward";"95.95";"1997-02-17";"8914.6";"1089.9";"516.8";"199.8";"716.6";"43.1";"9.4";"52.5";"70.3";"8.4";"65.7";"15.0";"31.00"
"Dmytro Khomchenovskyi";"FK Kryvbas Kryvyi Rih";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"LW";"Wide Attacker";"95.95";"1990-04-16";"10057.1";"1323.5";"590.0";"191.3";"781.3";"46.0";"8.4";"54.4";"77.9";"1.9";"73.2";"16.9";"30.70"
"Andriy Ponedelnik";"FK Kryvbas Kryvyi Rih";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"RB";"Full Back";"95.95";"1997-02-28";"10145.3";"1481.1";"565.6";"161.3";"726.9";"53.5";"9.4";"62.8";"80.7";"10.3";"71.3";"19.7";"27.60"
"Maksym Lunyov";"FK Kryvbas Kryvyi Rih";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"AM";"Midfield";"81.26";"1998-05-22";"10818.6";"1713.4";"724.3";"210.4";"934.8";"57.6";"10.0";"67.6";"84.2";"6.6";"74.2";"16.6";"28.20"
"Danylo Beskorovaynyi";"FK Kryvbas Kryvyi Rih";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"RCB";"Central Defender";"95.95";"1999-02-07";"9204.5";"1213.8";"348.9";"77.9";"426.8";"31.0";"2.8";"33.8";"73.2";"0.0";"63.8";"9.4";"27.30"
"Hrvoje Ilić";"FK Kryvbas Kryvyi Rih";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"RDM";"Midfield";"66.31";"1999-04-14";"10826.9";"1874.4";"567.3";"73.3";"640.6";"43.4";"2.7";"46.1";"82.8";"4.1";"80.1";"14.9";"25.90"
"Junior Yvan Nyabeye Dibango";"FK Kryvbas Kryvyi Rih";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"LB";"Full Back";"95.95";"2002-03-10";"10247.5";"1353.5";"835.7";"374.3";"1210.0";"55.3";"18.8";"74.1";"86.3";"8.4";"71.3";"21.6";"30.70"
"Djihad Bizimana";"FK Kryvbas Kryvyi Rih";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"LDM";"Midfield";"66.31";"1996-12-12";"10248.7";"1312.5";"424.8";"152.0";"576.8";"32.6";"9.5";"42.1";"74.6";"6.8";"74.6";"17.6";"27.80"
"Maksym Lopyrenok";"LNZ Cherkasy FC";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"RCB";"Central Defender";"95.95";"1995-04-13";"9620.0";"1246.6";"374.3";"133.2";"507.5";"31.9";"9.4";"41.3";"72.2";"4.7";"59.1";"11.3";"28.30"
"Vitaliy Boyko";"LNZ Cherkasy FC";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"RM";"Midfield";"95.95";"1997-12-03";"10475.5";"1509.2";"558.1";"159.5";"717.6";"35.6";"9.4";"45.0";"75.0";"4.7";"71.3";"15.0";"27.80"
"Maksym Zaderaka";"FK Kryvbas Kryvyi Rih";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"RW";"Wide Attacker";"87.31";"1994-09-07";"10416.3";"1556.5";"644.3";"231.9";"876.2";"50.5";"12.4";"62.9";"86.6";"9.3";"69.1";"13.4";"27.40"
"Tymur  Stetskov";"FK Kryvbas Kryvyi Rih";"FK Kryvbas Kryvyi Rih v LNZ Cherkasy FC";"UKR - Premier League";"LCB";"Central Defender";"95.95";"1998-01-27";"9467.1";"1278.5";"453.0";"125.7";"578.7";"34.7";"6.6";"41.3";"67.5";"2.8";"58.2";"14.1";"27.60"
"Igor Snurnitsyn";"FC Zorya Lugansk";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"LCB";"Central Defender";"93.56";"2000-03-07";"9427.1";"900.4";"248.2";"102.0";"350.1";"22.1";"2.9";"25.0";"93.3";"5.8";"71.2";"4.8";"28.60"
"Vikentiy Voloshyn";"FC Zorya Lugansk";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"RW";"Wide Attacker";"62.93";"2001-04-17";"12153.5";"2060.9";"712.2";"303.2";"1015.4";"61.5";"10.0";"71.5";"107.3";"2.9";"100.1";"17.2";"29.70"
"Denys Antyukh";"FC Zorya Lugansk";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"LW";"Wide Attacker";"85.90";"1997-07-30";"11093.4";"1525.5";"729.2";"453.7";"1182.9";"63.9";"14.7";"78.6";"96.4";"6.3";"83.8";"17.8";"31.70"
"Vladlen Yurchenko";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"AM";"Midfield";"93.56";"1994-01-22";"9914.8";"1167.8";"247.2";"109.7";"356.9";"18.3";"2.9";"21.2";"87.5";"1.9";"77.0";"10.6";"28.10"
"Ruslan Stepanyuk";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"CF";"Center Forward";"93.56";"1992-01-16";"9044.2";"958.1";"399.2";"169.3";"568.5";"39.4";"9.6";"49.1";"88.5";"6.7";"75.0";"13.5";"28.50"
"Roman Vantukh";"FC Zorya Lugansk";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"LWB";"Full Back";"93.56";"1998-07-04";"10693.0";"1640.1";"614.7";"274.2";"888.8";"54.8";"11.5";"66.4";"114.5";"12.5";"86.6";"22.1";"29.60"
"Andriy Batsula";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"LW";"Wide Attacker";"93.56";"1992-02-06";"10566.1";"1498.7";"679.1";"276.1";"955.2";"56.8";"11.5";"68.3";"91.4";"0.0";"82.7";"15.4";"29.30"
"Eduardo Antonio Guerrero Lozcano";"FC Zorya Lugansk";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"CF";"Center Forward";"93.56";"2000-02-21";"9276.1";"1063.0";"444.4";"360.7";"805.2";"37.5";"13.5";"51.0";"85.6";"5.8";"72.1";"14.4";"32.90"
"Ibrahim Kane";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"RW";"Wide Attacker";"93.56";"2000-06-23";"9417.5";"1141.8";"515.6";"248.2";"763.8";"44.2";"10.6";"54.8";"89.5";"9.6";"78.9";"20.2";"31.10"
"Yevgen Pavlyuk";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"LDM";"Midfield";"93.56";"2002-08-18";"10675.7";"1393.9";"549.3";"219.3";"768.6";"43.3";"6.7";"50.0";"85.6";"4.8";"74.1";"15.4";"31.20"
"Dmytro Myshnov";"FC Zorya Lugansk";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"LM";"Midfield";"85.90";"1994-01-26";"10564.3";"1570.5";"375.1";"99.5";"474.6";"36.7";"4.2";"40.9";"102.7";"5.2";"76.5";"14.7";"26.80"
"Tiago de Santana da Silva";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"RCB";"Central Defender";"88.76";"1998-04-14";"9496.8";"1123.5";"446.1";"178.5";"624.6";"31.4";"7.1";"38.5";"85.2";"5.1";"67.9";"10.1";"31.80"
"Anderson Jordan da Silva Cordeiro";"FC Zorya Lugansk";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"RCB";"Central Defender";"93.56";"1999-04-22";"9199.1";"920.6";"354.0";"94.3";"448.3";"31.7";"5.8";"37.5";"93.3";"4.8";"65.4";"15.4";"27.20"
"Igor Kyryukhantsev";"FC Zorya Lugansk";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"RWB";"Full Back";"93.56";"1996-01-29";"10821.0";"1658.4";"696.5";"269.3";"965.8";"54.8";"8.7";"63.5";"106.8";"3.8";"76.0";"20.2";"29.20"
"Arseniy Batagov";"FC Zorya Lugansk";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"CB";"Central Defender";"93.56";"2002-03-05";"9094.3";"858.1";"256.8";"98.1";"355.0";"22.1";"2.9";"25.0";"82.7";"5.8";"64.5";"8.7";"27.90"
"Igor Perduta";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"RB";"Full Back";"93.56";"1990-11-15";"10175.5";"1321.7";"567.6";"318.4";"886.0";"39.4";"13.5";"52.9";"101.0";"7.7";"80.8";"17.3";"33.10"
"Oleksandr Sklyar";"FC Vorskla Poltava";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"RDM";"Midfield";"64.26";"1991-02-26";"10951.0";"1789.9";"563.0";"148.5";"711.5";"40.6";"4.2";"44.8";"102.2";"2.8";"86.8";"9.8";"27.10"
"Kyrylo Dryshlyuk";"FC Zorya Lugansk";"FC Vorskla Poltava v FC Zorya Lugansk";"UKR - Premier League";"RM";"Midfield";"93.56";"1999-09-16";"10718.0";"1591.1";"329.9";"90.4";"420.4";"30.8";"2.9";"33.7";"102.0";"4.8";"85.6";"17.3";"27.50"
"Iago Siqueira Augusto";"Veres Rivne";"FC Kolos Kovalivka v Veres Rivne";"UKR - Premier League";"LDM";"Midfield";"75.55";"2000-03-14";"10721.4";"1684.4";"587.3";"188.2";"775.5";"48.8";"6.0";"54.8";"89.3";"4.8";"67.9";"10.7";"27.00"
"Vasyl Gakman";"Veres Rivne";"FC Kolos Kovalivka v Veres Rivne";"UKR - Premier League";"RB";"Full Back";"75.55";"2000-05-16";"10159.1";"1350.9";"556.3";"281.1";"837.5";"42.9";"13.1";"56.0";"90.5";"8.3";"70.3";"20.3";"28.90"
"Yevgeniy Shevchenko";"Veres Rivne";"FC Kolos Kovalivka v Veres Rivne";"UKR - Premier League";"LB";"Full Back";"98.37";"1995-12-02";"10008.2";"1237.9";"658.7";"290.0";"948.8";"56.7";"11.9";"68.6";"87.8";"6.4";"75.0";"19.2";"30.10"
"Vladyslav  Sharay";"Veres Rivne";"FC Kolos Kovalivka v Veres Rivne";"UKR - Premier League";"LW";"Wide Attacker";"98.37";"1997-05-25";"10010.1";"1342.2";"561.8";"234.2";"796.0";"54.0";"14.6";"68.6";"86.0";"4.6";"74.1";"21.0";"30.60"
"Pavlo Orikhovskyi";"FC Kolos Kovalivka";"FC Kolos Kovalivka v Veres Rivne";"UKR - Premier League";"RM";"Midfield";"98.37";"1996-05-13";"10595.6";"1669.7";"554.4";"142.7";"697.2";"52.2";"5.5";"57.6";"83.3";"5.5";"86.9";"11.0";"28.30"
"Valeriy Kucherov";"Veres Rivne";"FC Kolos Kovalivka v Veres Rivne";"UKR - Premier League";"RDM";"Midfield";"98.37";"1993-08-11";"10619.4";"1605.7";"578.2";"145.5";"723.7";"42.1";"4.6";"46.7";"94.2";"5.5";"78.7";"18.3";"27.50"
